"county","state","year","latitude","longitude","patent_count"
"ABBEVILLE","SC",2012,34.0923,-82.5957,2
"ABBEVILLE","SC",2012,34.1782,-82.379,1
"ABBEVILLE","SC",2012,34.3771,-82.3473,2
"ACADIA","LA",2012,30.2141,-92.3746,32
"ACADIA","LA",2012,30.2227,-92.2698,1
"ACADIA","LA",2012,30.2349,-92.2685,8
"ACADIA","LA",2012,30.403,-92.2151,3
"ACCOMACK","VA",2012,37.6043,-75.6897,1
"ACCOMACK","VA",2012,37.7102,-75.7528,1
"ACCOMACK","VA",2012,37.7118,-75.7491,1
"ACCOMACK","VA",2012,37.8815,-75.4374,1
"ADA","ID",2012,43.4918,-116.42,52
"ADA","ID",2012,43.5517,-116.299,4
"ADA","ID",2012,43.5644,-116.403,4
"ADA","ID",2012,43.5921,-116.193,9
"ADA","ID",2012,43.6121,-116.392,1
"ADA","ID",2012,43.6147,-116.392,1
"ADA","ID",2012,43.6187,-116.215,3363
"ADA","ID",2012,43.6221,-116.435,1
"ADA","ID",2012,43.6321,-116.286,2
"ADA","ID",2012,43.6361,-116.329,2
"ADA","ID",2012,43.6479,-116.278,1
"ADA","ID",2012,43.6585,-116.323,2
"ADA","ID",2012,43.66,-116.33,42
"ADA","ID",2012,43.6609,-116.324,1
"ADA","ID",2012,43.6623,-116.347,1
"ADA","ID",2012,43.6624,-116.163,3
"ADA","ID",2012,43.667,-116.392,1
"ADA","ID",2012,43.6921,-116.493,1
"ADA","ID",2012,43.6954,-116.354,4
"ADA","ID",2012,43.7235,-116.269,15
"ADAIR","IA",2012,41.3543,-94.2766,2
"ADAIR","KY",2012,36.9618,-85.2809,20
"ADAIR","MO",2012,40.1948,-92.5833,16
"ADAIR","OK",2012,35.6827,-94.7609,1
"ADAIR","OK",2012,35.8145,-94.6286,24
"ADAMS","CO",2012,39.7435,-104.608,2
"ADAMS","CO",2012,39.7503,-104.837,3
"ADAMS","CO",2012,39.7589,-104.427,13
"ADAMS","CO",2012,39.7966,-103.942,5
"ADAMS","CO",2012,39.8043,-105.021,1
"ADAMS","CO",2012,39.8083,-104.934,27
"ADAMS","CO",2012,39.8119,-105.048,2
"ADAMS","CO",2012,39.8213,-104.919,1
"ADAMS","CO",2012,39.8367,-105.037,36
"ADAMS","CO",2012,39.8398,-104.193,12
"ADAMS","CO",2012,39.8666,-104.775,1
"ADAMS","CO",2012,39.868,-104.972,323
"ADAMS","CO",2012,39.8775,-105.038,5
"ADAMS","CO",2012,39.8825,-105.033,2
"ADAMS","CO",2012,39.8838,-105.029,1
"ADAMS","CO",2012,39.8913,-105.04,1
"ADAMS","CO",2012,39.8962,-104.981,39
"ADAMS","CO",2012,39.8998,-104.945,2
"ADAMS","CO",2012,39.903,-105.052,1
"ADAMS","CO",2012,39.9122,-105.003,8
"ADAMS","CO",2012,39.9312,-104.974,2
"ADAMS","CO",2012,39.9328,-105.013,1
"ADAMS","CO",2012,39.9351,-104.979,2
"ADAMS","CO",2012,39.9477,-104.934,1
"ADAMS","CO",2012,39.969,-104.916,3
"ADAMS","CO",2012,39.9727,-104.81,2
"ADAMS","CO",2012,39.9745,-104.835,1
"ADAMS","CO",2012,39.9853,-104.821,1
"ADAMS","IL",2012,39.9343,-91.407,1
"ADAMS","IL",2012,40.1478,-91.0029,1
"ADAMS","IN",2012,40.6147,-84.9086,23
"ADAMS","IN",2012,40.6578,-84.9519,21
"ADAMS","MS",2012,31.5604,-91.4032,5
"ADAMS","ND",2012,46.0014,-102.637,1
"ADAMS","NE",2012,40.5751,-98.6803,4
"ADAMS","NE",2012,40.5863,-98.3899,220
"ADAMS","PA",2012,39.7445,-77.088,7
"ADAMS","PA",2012,39.7873,-77.3686,1
"ADAMS","PA",2012,39.8073,-77.0114,1
"ADAMS","PA",2012,39.8239,-77.2299,1
"ADAMS","PA",2012,39.8309,-77.2311,27
"ADAMS","PA",2012,39.8451,-77.3608,5
"ADAMS","PA",2012,39.8637,-77.0558,8
"ADAMS","PA",2012,39.8689,-77.022,1
"ADAMS","PA",2012,39.8865,-76.9847,2
"ADAMS","PA",2012,39.888,-77.3583,1
"ADAMS","PA",2012,39.9304,-77.248,1
"ADAMS","PA",2012,39.9371,-76.9813,3
"ADAMS","PA",2012,39.9376,-76.9786,14
"ADAMS","PA",2012,39.9772,-77.2251,1
"ADAMS","PA",2012,39.9791,-77.3772,1
"ADAMS","WA",2012,46.8039,-119.263,2
"ADAMS","WA",2012,46.8142,-119.216,1
"ADAMS","WA",2012,46.826,-119.175,2
"ADAMS","WA",2012,46.8273,-119.177,1
"ADAMS","WI",2012,43.8967,-89.8219,1
"ADAMS","WI",2012,43.9705,-89.8168,1
"ADDISON","VT",2012,43.9737,-73.034,1
"ADDISON","VT",2012,43.9874,-73.3512,2
"ADDISON","VT",2012,44.0153,-73.1673,65
"ADDISON","VT",2012,44.0499,-73.2144,2
"ADDISON","VT",2012,44.0989,-73.1509,1
"ADDISON","VT",2012,44.1488,-73.341,1
"ADDISON","VT",2012,44.1673,-73.254,4
"ADDISON","VT",2012,44.2056,-73.2462,4
"ADDISON","VT",2012,44.2273,-73.0573,5
"ADDISON","VT",2012,44.2455,-73.227,1
"ADDISON","VT",2012,44.2595,-73.2112,11
"AIKEN","SC",2012,33.4274,-81.8909,6
"AIKEN","SC",2012,33.5018,-81.9651,37
"AIKEN","SC",2012,33.5344,-81.7195,1
"AIKEN","SC",2012,33.5604,-81.7196,103
"AIKEN","SC",2012,33.5633,-81.8082,1
"AITKIN","MN",2012,46.6185,-93.4537,4
"AITKIN","MN",2012,46.9461,-93.1712,4
"ALACHUA","FL",2012,29.5047,-82.2798,20
"ALACHUA","FL",2012,29.53,-82.519,6
"ALACHUA","FL",2012,29.6067,-82.4386,1
"ALACHUA","FL",2012,29.613,-82.3719,2
"ALACHUA","FL",2012,29.6157,-82.3659,11
"ALACHUA","FL",2012,29.6164,-82.4414,1
"ALACHUA","FL",2012,29.617,-82.3719,1
"ALACHUA","FL",2012,29.622,-82.3593,1
"ALACHUA","FL",2012,29.6262,-82.3382,1
"ALACHUA","FL",2012,29.6311,-82.2366,1
"ALACHUA","FL",2012,29.639,-82.343,2
"ALACHUA","FL",2012,29.6415,-82.3706,1
"ALACHUA","FL",2012,29.6423,-82.3289,11
"ALACHUA","FL",2012,29.6465,-82.3605,1
"ALACHUA","FL",2012,29.6472,-82.4157,9
"ALACHUA","FL",2012,29.6492,-82.342,1
"ALACHUA","FL",2012,29.6516,-82.3248,928
"ALACHUA","FL",2012,29.6577,-82.3479,4
"ALACHUA","FL",2012,29.658,-82.3018,34
"ALACHUA","FL",2012,29.6591,-82.4312,1
"ALACHUA","FL",2012,29.6758,-82.4041,1
"ALACHUA","FL",2012,29.6788,-82.4644,6
"ALACHUA","FL",2012,29.6793,-82.3723,4
"ALACHUA","FL",2012,29.6912,-82.3818,1
"ALACHUA","FL",2012,29.7098,-82.6243,1
"ALACHUA","FL",2012,29.7273,-82.4012,4
"ALACHUA","FL",2012,29.743,-82.3777,4
"ALACHUA","FL",2012,29.7897,-82.1673,9
"ALACHUA","FL",2012,29.7936,-82.2583,1
"ALACHUA","FL",2012,29.8269,-82.5968,7
"ALAMANCE","NC",2012,35.8935,-79.43,5
"ALAMANCE","NC",2012,35.9474,-79.322,1
"ALAMANCE","NC",2012,36.034,-79.3569,1
"ALAMANCE","NC",2012,36.0557,-79.5329,1
"ALAMANCE","NC",2012,36.0628,-79.4047,1
"ALAMANCE","NC",2012,36.069,-79.4006,45
"ALAMANCE","NC",2012,36.0915,-79.3642,6
"ALAMANCE","NC",2012,36.0956,-79.4379,5
"ALAMANCE","NC",2012,36.0957,-79.4378,3
"ALAMANCE","NC",2012,36.096,-79.267,49
"ALAMANCE","NC",2012,36.0983,-79.5115,8
"ALAMEDA","CA",2012,37.4714,-121.94,2
"ALAMEDA","CA",2012,37.4777,-121.926,2
"ALAMEDA","CA",2012,37.4857,-121.919,1
"ALAMEDA","CA",2012,37.4913,-121.909,1
"ALAMEDA","CA",2012,37.4971,-121.908,1
"ALAMEDA","CA",2012,37.5007,-121.921,1
"ALAMEDA","CA",2012,37.503,-121.955,1
"ALAMEDA","CA",2012,37.5042,-121.964,47
"ALAMEDA","CA",2012,37.5042,-121.93,1
"ALAMEDA","CA",2012,37.5062,-121.908,1
"ALAMEDA","CA",2012,37.5063,-121.931,1
"ALAMEDA","CA",2012,37.5068,-121.931,4
"ALAMEDA","CA",2012,37.5096,-121.914,1
"ALAMEDA","CA",2012,37.5108,-121.928,1
"ALAMEDA","CA",2012,37.5108,-121.927,6
"ALAMEDA","CA",2012,37.5148,-121.913,73
"ALAMEDA","CA",2012,37.5151,-121.964,1
"ALAMEDA","CA",2012,37.5182,-121.923,2
"ALAMEDA","CA",2012,37.5189,-122.027,6
"ALAMEDA","CA",2012,37.5189,-121.927,2
"ALAMEDA","CA",2012,37.5221,-121.931,1
"ALAMEDA","CA",2012,37.523,-121.958,4
"ALAMEDA","CA",2012,37.5234,-121.985,2
"ALAMEDA","CA",2012,37.5254,-121.971,1
"ALAMEDA","CA",2012,37.5254,-121.919,1
"ALAMEDA","CA",2012,37.5271,-121.964,1
"ALAMEDA","CA",2012,37.529,-121.979,1
"ALAMEDA","CA",2012,37.5293,-121.924,1
"ALAMEDA","CA",2012,37.5297,-122.04,5
"ALAMEDA","CA",2012,37.5337,-121.928,1
"ALAMEDA","CA",2012,37.5338,-122.023,1
"ALAMEDA","CA",2012,37.5359,-121.93,1
"ALAMEDA","CA",2012,37.5364,-122.061,1
"ALAMEDA","CA",2012,37.5367,-121.944,1
"ALAMEDA","CA",2012,37.5373,-122.043,1
"ALAMEDA","CA",2012,37.5381,-121.946,1
"ALAMEDA","CA",2012,37.5399,-121.957,1
"ALAMEDA","CA",2012,37.5408,-121.928,1
"ALAMEDA","CA",2012,37.5411,-121.975,1
"ALAMEDA","CA",2012,37.5411,-121.941,1
"ALAMEDA","CA",2012,37.5421,-122.035,1
"ALAMEDA","CA",2012,37.5434,-121.972,1
"ALAMEDA","CA",2012,37.5444,-122.028,1
"ALAMEDA","CA",2012,37.5465,-121.972,1
"ALAMEDA","CA",2012,37.5478,-121.952,2
"ALAMEDA","CA",2012,37.5483,-121.989,9888
"ALAMEDA","CA",2012,37.55,-121.97,1
"ALAMEDA","CA",2012,37.5516,-121.954,1
"ALAMEDA","CA",2012,37.5554,-122.039,1
"ALAMEDA","CA",2012,37.5555,-121.95,1
"ALAMEDA","CA",2012,37.5564,-122.019,1
"ALAMEDA","CA",2012,37.5577,-121.972,1
"ALAMEDA","CA",2012,37.558,-122.057,1
"ALAMEDA","CA",2012,37.5606,-122.021,1
"ALAMEDA","CA",2012,37.561,-122.052,2
"ALAMEDA","CA",2012,37.5641,-122.004,32
"ALAMEDA","CA",2012,37.5647,-122.046,1
"ALAMEDA","CA",2012,37.5659,-121.966,1
"ALAMEDA","CA",2012,37.5661,-122.044,1
"ALAMEDA","CA",2012,37.5662,-122.024,1
"ALAMEDA","CA",2012,37.567,-122.011,1
"ALAMEDA","CA",2012,37.5677,-122.007,1
"ALAMEDA","CA",2012,37.5678,-122.052,43
"ALAMEDA","CA",2012,37.5683,-122.055,1
"ALAMEDA","CA",2012,37.5689,-122.018,1
"ALAMEDA","CA",2012,37.5695,-122.046,1
"ALAMEDA","CA",2012,37.5741,-122.081,1
"ALAMEDA","CA",2012,37.5758,-122.079,1
"ALAMEDA","CA",2012,37.5765,-122.013,1
"ALAMEDA","CA",2012,37.5791,-122.081,1
"ALAMEDA","CA",2012,37.5806,-122.059,1
"ALAMEDA","CA",2012,37.5868,-121.833,3
"ALAMEDA","CA",2012,37.5886,-122.017,1
"ALAMEDA","CA",2012,37.5902,-122.014,1
"ALAMEDA","CA",2012,37.5934,-122.044,1071
"ALAMEDA","CA",2012,37.5944,-121.889,48
"ALAMEDA","CA",2012,37.5952,-122.044,29
"ALAMEDA","CA",2012,37.5965,-122.013,1
"ALAMEDA","CA",2012,37.5967,-122.048,1
"ALAMEDA","CA",2012,37.5967,-122.013,1
"ALAMEDA","CA",2012,37.6011,-122.075,1
"ALAMEDA","CA",2012,37.6041,-122.075,1
"ALAMEDA","CA",2012,37.6064,-122.118,21
"ALAMEDA","CA",2012,37.627,-122.05,4
"ALAMEDA","CA",2012,37.6277,-122.127,16
"ALAMEDA","CA",2012,37.6421,-121.8,1
"ALAMEDA","CA",2012,37.6431,-122.115,1
"ALAMEDA","CA",2012,37.6436,-121.868,43
"ALAMEDA","CA",2012,37.6461,-121.876,2
"ALAMEDA","CA",2012,37.6463,-121.809,1
"ALAMEDA","CA",2012,37.6475,-121.872,4
"ALAMEDA","CA",2012,37.6486,-121.865,4
"ALAMEDA","CA",2012,37.6511,-122.135,3
"ALAMEDA","CA",2012,37.6515,-121.869,2
"ALAMEDA","CA",2012,37.6534,-122.055,7
"ALAMEDA","CA",2012,37.6561,-122.033,3
"ALAMEDA","CA",2012,37.6585,-121.884,1
"ALAMEDA","CA",2012,37.6587,-121.803,1
"ALAMEDA","CA",2012,37.6605,-121.848,1
"ALAMEDA","CA",2012,37.6623,-121.783,1
"ALAMEDA","CA",2012,37.6624,-121.875,3304
"ALAMEDA","CA",2012,37.6631,-122.115,1
"ALAMEDA","CA",2012,37.6666,-121.768,1
"ALAMEDA","CA",2012,37.6671,-121.904,1
"ALAMEDA","CA",2012,37.6674,-121.893,2
"ALAMEDA","CA",2012,37.6688,-122.081,712
"ALAMEDA","CA",2012,37.67,-122.08,1
"ALAMEDA","CA",2012,37.6725,-121.721,1
"ALAMEDA","CA",2012,37.6737,-122.101,10
"ALAMEDA","CA",2012,37.674,-122.089,1
"ALAMEDA","CA",2012,37.6761,-121.876,1
"ALAMEDA","CA",2012,37.6763,-121.901,1
"ALAMEDA","CA",2012,37.6769,-121.76,1
"ALAMEDA","CA",2012,37.6777,-121.92,1
"ALAMEDA","CA",2012,37.6793,-121.903,1
"ALAMEDA","CA",2012,37.6801,-121.906,1
"ALAMEDA","CA",2012,37.681,-122.124,37
"ALAMEDA","CA",2012,37.6819,-121.768,2216
"ALAMEDA","CA",2012,37.6826,-121.9,1
"ALAMEDA","CA",2012,37.6829,-121.926,2
"ALAMEDA","CA",2012,37.6852,-122.158,2
"ALAMEDA","CA",2012,37.686,-121.885,1
"ALAMEDA","CA",2012,37.686,-121.872,2
"ALAMEDA","CA",2012,37.6874,-121.913,31
"ALAMEDA","CA",2012,37.689,-121.88,1
"ALAMEDA","CA",2012,37.6894,-122.036,1
"ALAMEDA","CA",2012,37.6894,-121.785,1
"ALAMEDA","CA",2012,37.6902,-121.741,1
"ALAMEDA","CA",2012,37.6913,-121.896,7
"ALAMEDA","CA",2012,37.6929,-121.884,1
"ALAMEDA","CA",2012,37.6941,-122.086,549
"ALAMEDA","CA",2012,37.6943,-121.876,1
"ALAMEDA","CA",2012,37.695,-121.919,2
"ALAMEDA","CA",2012,37.6953,-122.129,1
"ALAMEDA","CA",2012,37.7008,-122.047,1
"ALAMEDA","CA",2012,37.7022,-121.936,24
"ALAMEDA","CA",2012,37.7035,-122.19,1
"ALAMEDA","CA",2012,37.7083,-121.909,1
"ALAMEDA","CA",2012,37.7083,-121.886,1
"ALAMEDA","CA",2012,37.7126,-122.22,2
"ALAMEDA","CA",2012,37.7136,-121.867,1
"ALAMEDA","CA",2012,37.7143,-121.863,1
"ALAMEDA","CA",2012,37.7148,-122.179,2
"ALAMEDA","CA",2012,37.7148,-121.953,1
"ALAMEDA","CA",2012,37.7189,-122.078,5
"ALAMEDA","CA",2012,37.7199,-122.169,5
"ALAMEDA","CA",2012,37.7249,-122.156,325
"ALAMEDA","CA",2012,37.7257,-122.143,1
"ALAMEDA","CA",2012,37.726,-122.237,3
"ALAMEDA","CA",2012,37.7263,-122.235,4
"ALAMEDA","CA",2012,37.7327,-122.149,2
"ALAMEDA","CA",2012,37.7336,-122.153,1
"ALAMEDA","CA",2012,37.7339,-122.248,10
"ALAMEDA","CA",2012,37.7344,-122.243,1
"ALAMEDA","CA",2012,37.7356,-122.18,1
"ALAMEDA","CA",2012,37.7501,-122.159,1
"ALAMEDA","CA",2012,37.7538,-121.788,16
"ALAMEDA","CA",2012,37.7555,-122.146,1
"ALAMEDA","CA",2012,37.7561,-122.243,5
"ALAMEDA","CA",2012,37.7652,-122.242,709
"ALAMEDA","CA",2012,37.766,-122.23,2
"ALAMEDA","CA",2012,37.767,-122.259,1
"ALAMEDA","CA",2012,37.7678,-122.156,1
"ALAMEDA","CA",2012,37.7712,-122.282,19
"ALAMEDA","CA",2012,37.7729,-122.214,1
"ALAMEDA","CA",2012,37.7745,-122.257,1
"ALAMEDA","CA",2012,37.7778,-122.253,1
"ALAMEDA","CA",2012,37.7788,-122.224,1
"ALAMEDA","CA",2012,37.7856,-122.168,1
"ALAMEDA","CA",2012,37.7937,-122.146,5
"ALAMEDA","CA",2012,37.7944,-122.246,2
"ALAMEDA","CA",2012,37.7964,-122.269,1
"ALAMEDA","CA",2012,37.7996,-122.234,1
"ALAMEDA","CA",2012,37.8016,-122.214,4
"ALAMEDA","CA",2012,37.8023,-122.271,1
"ALAMEDA","CA",2012,37.803,-122.168,1
"ALAMEDA","CA",2012,37.8044,-122.271,2683
"ALAMEDA","CA",2012,37.8047,-122.27,44
"ALAMEDA","CA",2012,37.8074,-122.267,7
"ALAMEDA","CA",2012,37.8094,-122.25,1
"ALAMEDA","CA",2012,37.8101,-122.25,1
"ALAMEDA","CA",2012,37.8104,-122.24,12
"ALAMEDA","CA",2012,37.8113,-122.268,2
"ALAMEDA","CA",2012,37.8125,-122.231,1
"ALAMEDA","CA",2012,37.8125,-122.226,1
"ALAMEDA","CA",2012,37.8126,-122.244,1
"ALAMEDA","CA",2012,37.8135,-122.308,29
"ALAMEDA","CA",2012,37.8135,-122.228,1
"ALAMEDA","CA",2012,37.8145,-122.238,3
"ALAMEDA","CA",2012,37.8236,-122.247,1
"ALAMEDA","CA",2012,37.8244,-122.232,358
"ALAMEDA","CA",2012,37.826,-122.206,1
"ALAMEDA","CA",2012,37.8277,-122.197,1
"ALAMEDA","CA",2012,37.8287,-122.229,1
"ALAMEDA","CA",2012,37.8303,-122.289,6
"ALAMEDA","CA",2012,37.8313,-122.285,302
"ALAMEDA","CA",2012,37.8317,-122.187,1
"ALAMEDA","CA",2012,37.8321,-122.263,9
"ALAMEDA","CA",2012,37.8336,-122.203,16
"ALAMEDA","CA",2012,37.8339,-122.283,7
"ALAMEDA","CA",2012,37.8367,-122.217,1
"ALAMEDA","CA",2012,37.838,-122.282,50
"ALAMEDA","CA",2012,37.84,-122.29,18
"ALAMEDA","CA",2012,37.8403,-122.291,2
"ALAMEDA","CA",2012,37.8419,-122.256,1
"ALAMEDA","CA",2012,37.8423,-122.292,1
"ALAMEDA","CA",2012,37.8438,-122.24,14
"ALAMEDA","CA",2012,37.8487,-122.29,1
"ALAMEDA","CA",2012,37.8509,-122.253,1
"ALAMEDA","CA",2012,37.852,-122.263,1
"ALAMEDA","CA",2012,37.8525,-122.274,24
"ALAMEDA","CA",2012,37.8549,-122.275,1
"ALAMEDA","CA",2012,37.8568,-122.24,1
"ALAMEDA","CA",2012,37.8619,-122.275,1
"ALAMEDA","CA",2012,37.8627,-122.246,1
"ALAMEDA","CA",2012,37.863,-122.279,1
"ALAMEDA","CA",2012,37.8637,-122.268,7
"ALAMEDA","CA",2012,37.8646,-122.297,13
"ALAMEDA","CA",2012,37.8646,-122.234,26
"ALAMEDA","CA",2012,37.8673,-122.258,2
"ALAMEDA","CA",2012,37.8681,-122.285,7
"ALAMEDA","CA",2012,37.8696,-122.296,2
"ALAMEDA","CA",2012,37.87,-122.269,1
"ALAMEDA","CA",2012,37.8702,-122.259,29
"ALAMEDA","CA",2012,37.8714,-122.268,1
"ALAMEDA","CA",2012,37.8716,-122.273,2538
"ALAMEDA","CA",2012,37.8719,-122.259,16
"ALAMEDA","CA",2012,37.8722,-122.274,1
"ALAMEDA","CA",2012,37.8738,-122.281,1
"ALAMEDA","CA",2012,37.8761,-122.269,1
"ALAMEDA","CA",2012,37.8797,-122.299,1
"ALAMEDA","CA",2012,37.8797,-122.267,7
"ALAMEDA","CA",2012,37.8809,-122.263,3
"ALAMEDA","CA",2012,37.8829,-122.294,1
"ALAMEDA","CA",2012,37.8833,-122.293,3
"ALAMEDA","CA",2012,37.8834,-122.304,1
"ALAMEDA","CA",2012,37.885,-122.302,1
"ALAMEDA","CA",2012,37.8867,-122.288,1
"ALAMEDA","CA",2012,37.8869,-122.298,18
"ALAMEDA","CA",2012,37.8884,-122.297,2
"ALAMEDA","CA",2012,37.8887,-122.25,1
"ALAMEDA","CA",2012,37.8897,-122.3,1
"ALAMEDA","CA",2012,37.8906,-122.297,1
"ALAMEDA","CA",2012,37.8909,-122.302,1
"ALAMEDA","CA",2012,37.8909,-122.266,1
"ALAMEDA","CA",2012,37.8946,-122.307,1
"ALAMEDA","CA",2012,37.8948,-122.282,1
"ALAMEDA","CA",2012,37.895,-122.287,2
"ALAMEDA","CA",2012,37.8965,-122.262,2
"ALAMEDA","CA",2012,37.8966,-122.303,1
"ALAMEDA","CA",2012,37.8984,-122.28,9
"ALBANY","NY",2012,42.4684,-73.8162,2
"ALBANY","NY",2012,42.4717,-73.8946,4
"ALBANY","NY",2012,42.5151,-74.0454,2
"ALBANY","NY",2012,42.532,-73.7985,25
"ALBANY","NY",2012,42.5412,-73.7883,1
"ALBANY","NY",2012,42.5457,-73.9448,6
"ALBANY","NY",2012,42.5475,-73.8066,1
"ALBANY","NY",2012,42.5779,-73.8789,4
"ALBANY","NY",2012,42.5849,-73.8404,2
"ALBANY","NY",2012,42.5917,-73.9294,2
"ALBANY","NY",2012,42.5938,-73.8279,1
"ALBANY","NY",2012,42.6052,-73.7699,95
"ALBANY","NY",2012,42.6084,-73.8085,2
"ALBANY","NY",2012,42.6165,-74.0746,4
"ALBANY","NY",2012,42.622,-73.8326,157
"ALBANY","NY",2012,42.6292,-73.8646,266
"ALBANY","NY",2012,42.6357,-73.789,3
"ALBANY","NY",2012,42.6526,-73.7562,1452
"ALBANY","NY",2012,42.6533,-73.7625,1
"ALBANY","NY",2012,42.654,-73.9287,50
"ALBANY","NY",2012,42.6547,-73.9362,1
"ALBANY","NY",2012,42.6547,-73.789,1
"ALBANY","NY",2012,42.6586,-73.7638,1
"ALBANY","NY",2012,42.6616,-73.7917,1
"ALBANY","NY",2012,42.6636,-73.8735,1
"ALBANY","NY",2012,42.6658,-73.7989,4
"ALBANY","NY",2012,42.668,-73.8493,1
"ALBANY","NY",2012,42.6684,-73.8492,1
"ALBANY","NY",2012,42.6695,-73.9168,1
"ALBANY","NY",2012,42.6744,-73.8988,1
"ALBANY","NY",2012,42.6752,-73.8735,1
"ALBANY","NY",2012,42.6758,-73.786,3
"ALBANY","NY",2012,42.6795,-73.8514,1
"ALBANY","NY",2012,42.6805,-73.8472,2
"ALBANY","NY",2012,42.6823,-73.8478,6
"ALBANY","NY",2012,42.6843,-73.7301,1
"ALBANY","NY",2012,42.6903,-73.8323,3
"ALBANY","NY",2012,42.6907,-74.0021,2
"ALBANY","NY",2012,42.692,-73.7246,12
"ALBANY","NY",2012,42.6921,-73.887,2
"ALBANY","NY",2012,42.6925,-73.8892,1
"ALBANY","NY",2012,42.694,-73.9049,1
"ALBANY","NY",2012,42.6942,-73.9076,3
"ALBANY","NY",2012,42.6952,-73.8967,2
"ALBANY","NY",2012,42.6961,-73.8958,4
"ALBANY","NY",2012,42.7006,-74.0337,86
"ALBANY","NY",2012,42.7015,-73.9665,1
"ALBANY","NY",2012,42.7044,-73.9116,329
"ALBANY","NY",2012,42.7048,-73.7548,10
"ALBANY","NY",2012,42.7127,-73.776,7
"ALBANY","NY",2012,42.7135,-73.8781,1
"ALBANY","NY",2012,42.7227,-73.8301,1
"ALBANY","NY",2012,42.7237,-73.7713,6
"ALBANY","NY",2012,42.7292,-73.8228,1
"ALBANY","NY",2012,42.7293,-73.7685,1
"ALBANY","NY",2012,42.7301,-73.7012,168
"ALBANY","NY",2012,42.732,-73.7806,1
"ALBANY","NY",2012,42.741,-73.9358,2
"ALBANY","NY",2012,42.7442,-73.6915,8
"ALBANY","NY",2012,42.7478,-73.7605,203
"ALBANY","NY",2012,42.7553,-73.9242,3
"ALBANY","NY",2012,42.7723,-73.7308,1
"ALBANY","NY",2012,42.7742,-73.7001,89
"ALBANY","NY",2012,42.7746,-73.7805,1
"ALBANY","NY",2012,42.7759,-73.789,1
"ALBANY","NY",2012,42.7852,-73.736,2
"ALBANY","NY",2012,42.7873,-73.7466,1
"ALBANY","WY",2012,41.1353,-105.998,2
"ALBANY","WY",2012,41.2724,-106.081,2
"ALBANY","WY",2012,41.3074,-105.584,1
"ALBANY","WY",2012,41.3114,-105.591,118
"ALBANY","WY",2012,41.5176,-105.456,2
"ALBANY","WY",2012,41.7414,-105.975,1
"ALBEMARLE","VA",2012,37.7346,-78.6472,2
"ALBEMARLE","VA",2012,37.8312,-78.6073,1
"ALBEMARLE","VA",2012,37.9407,-78.6367,1
"ALBEMARLE","VA",2012,37.9539,-78.4699,1
"ALBEMARLE","VA",2012,37.9588,-78.6796,2
"ALBEMARLE","VA",2012,37.9907,-78.4055,1
"ALBEMARLE","VA",2012,38.0086,-78.4532,183
"ALBEMARLE","VA",2012,38.0134,-78.3586,15
"ALBEMARLE","VA",2012,38.0668,-78.6747,1
"ALBEMARLE","VA",2012,38.0696,-78.7006,23
"ALBEMARLE","VA",2012,38.0752,-78.5714,1
"ALBEMARLE","VA",2012,38.1016,-78.4764,1
"ALBEMARLE","VA",2012,38.1425,-78.5001,1
"ALBEMARLE","VA",2012,38.1529,-78.4624,41
"ALBEMARLE","VA",2012,38.168,-78.4163,1
"ALBEMARLE","VA",2012,38.1894,-78.4496,1
"ALCONA","MI",2012,44.5606,-83.7258,1
"ALCONA","MI",2012,44.5695,-83.3308,2
"ALCONA","MI",2012,44.6564,-83.2947,25
"ALCORN","MS",2012,34.7659,-88.5267,1
"ALCORN","MS",2012,34.9343,-88.5223,76
"ALEUTIANS EAST","AK",2012,54.1356,-165.773,1
"ALEUTIANS WEST","AK",2012,53.8844,-166.533,1
"ALEXANDER","IL",2012,37.0053,-89.1765,14
"ALEXANDER","NC",2012,35.8974,-81.2078,8
"ALEXANDER","NC",2012,35.9038,-81.0906,1
"ALEXANDER","NC",2012,35.9217,-81.1769,1
"ALEXANDRIA","VA",2012,38.8,-77.0507,3
"ALEXANDRIA","VA",2012,38.8048,-77.0469,683
"ALEXANDRIA","VA",2012,38.8203,-77.0524,1
"ALEXANDRIA","VA",2012,38.8231,-77.0737,3
"ALEXANDRIA","VA",2012,38.8283,-77.1103,14
"ALEXANDRIA","VA",2012,38.8333,-77.1231,1
"ALEXANDRIA","VA",2012,38.8339,-77.0624,1
"ALEXANDRIA","VA",2012,38.8363,-77.1226,2
"ALFALFA","OK",2012,36.5098,-98.449,1
"ALFALFA","OK",2012,36.5789,-98.4623,1
"ALFALFA","OK",2012,36.8023,-98.4053,1
"ALGER","MI",2012,46.2608,-86.9696,1
"ALGER","MI",2012,46.4111,-86.6479,1
"ALGER","MI",2012,46.4303,-86.8377,1
"ALLAMAKEE","IA",2012,43.0847,-91.5682,2
"ALLAMAKEE","IA",2012,43.2694,-91.4757,2
"ALLEGAN","MI",2012,42.44,-85.6489,41
"ALLEGAN","MI",2012,42.4445,-85.6502,1
"ALLEGAN","MI",2012,42.4606,-85.6964,74
"ALLEGAN","MI",2012,42.484,-86.0906,1
"ALLEGAN","MI",2012,42.5292,-85.8553,18
"ALLEGAN","MI",2012,42.5427,-86.0733,2
"ALLEGAN","MI",2012,42.5939,-86.1017,49
"ALLEGAN","MI",2012,42.614,-86.1737,2
