"state","year","county","precinct","total_votes","rep_votes","dem_votes"
"AR",2012,"JEFFERSON","222",669,2,3
"AR",2012,"JEFFERSON","223",8,0,0
"AR",2012,"JEFFERSON","224",181,2,2
"AR",2012,"JEFFERSON","225",0,0,0
"AR",2012,"JEFFERSON","226",0,0,0
"AR",2012,"JEFFERSON","227",1,0,0
"AR",2012,"JEFFERSON","26",139,0,2
"AR",2012,"JEFFERSON","27",40,2,0
"AR",2012,"JEFFERSON","28",236,4,2
"AR",2012,"JEFFERSON","29",90,1,1
"AR",2012,"JEFFERSON","3",11,1,0
"AR",2012,"JEFFERSON","30",11,0,1
"AR",2012,"JEFFERSON","301",205,0,0
"AR",2012,"JEFFERSON","302",29,0,0
"AR",2012,"JEFFERSON","303",22,0,0
"AR",2012,"JEFFERSON","304",126,1,1
"AR",2012,"JEFFERSON","306",20,0,0
"AR",2012,"JEFFERSON","307",34,0,0
"AR",2012,"JEFFERSON","308",21,0,1
"AR",2012,"JEFFERSON","309",276,2,2
"AR",2012,"JEFFERSON","31",69,1,0
"AR",2012,"JEFFERSON","310",219,1,1
"AR",2012,"JEFFERSON","311",76,1,0
"AR",2012,"JEFFERSON","312",307,1,1
"AR",2012,"JEFFERSON","313",1,0,0
"AR",2012,"JEFFERSON","314",290,3,0
"AR",2012,"JEFFERSON","315",196,3,0
"AR",2012,"JEFFERSON","316",398,2,3
"AR",2012,"JEFFERSON","317",124,0,2
"AR",2012,"JEFFERSON","318",15,0,0
"AR",2012,"JEFFERSON","319",185,1,0
"AR",2012,"JEFFERSON","32",2,0,0
"AR",2012,"JEFFERSON","320",377,1,1
"AR",2012,"JEFFERSON","321",0,0,0
"AR",2012,"JEFFERSON","322",7,0,0
"AR",2012,"JEFFERSON","323",64,0,0
"AR",2012,"JEFFERSON","324",428,6,4
"AR",2012,"JEFFERSON","325",11,0,0
"AR",2012,"JEFFERSON","326",65,0,2
"AR",2012,"JEFFERSON","327",104,1,0
"AR",2012,"JEFFERSON","328",312,1,1
"AR",2012,"JEFFERSON","329",0,0,0
"AR",2012,"JEFFERSON","33",6,0,0
"AR",2012,"JEFFERSON","330",403,3,2
"AR",2012,"JEFFERSON","331",354,1,0
"AR",2012,"JEFFERSON","332",22,0,0
"AR",2012,"JEFFERSON","34",1,0,0
"AR",2012,"JEFFERSON","35",3,0,0
"AR",2012,"JEFFERSON","36",14,1,1
"AR",2012,"JEFFERSON","37",0,0,0
"AR",2012,"JEFFERSON","38",0,0,0
"AR",2012,"JEFFERSON","39",0,0,0
"AR",2012,"JEFFERSON","4",66,0,1
"AR",2012,"JEFFERSON","40",0,0,0
"AR",2012,"JEFFERSON","401",2,0,0
"AR",2012,"JEFFERSON","402",0,0,0
"AR",2012,"JEFFERSON","403",123,1,1
"AR",2012,"JEFFERSON","404",71,1,0
"AR",2012,"JEFFERSON","405",95,0,0
"AR",2012,"JEFFERSON","406",459,4,5
"AR",2012,"JEFFERSON","407",207,2,3
"AR",2012,"JEFFERSON","408",351,1,1
"AR",2012,"JEFFERSON","409",131,0,0
"AR",2012,"JEFFERSON","41",0,0,0
"AR",2012,"JEFFERSON","410",77,0,0
"AR",2012,"JEFFERSON","411",0,0,0
"AR",2012,"JEFFERSON","412",1,0,0
"AR",2012,"JEFFERSON","413",1,0,0
"AR",2012,"JEFFERSON","414",4,0,0
"AR",2012,"JEFFERSON","415",34,0,0
"AR",2012,"JEFFERSON","416",360,0,2
"AR",2012,"JEFFERSON","417",3,0,0
"AR",2012,"JEFFERSON","418",0,0,0
"AR",2012,"JEFFERSON","419",31,0,0
"AR",2012,"JEFFERSON","42",0,0,0
"AR",2012,"JEFFERSON","420",130,0,1
"AR",2012,"JEFFERSON","421",66,0,2
"AR",2012,"JEFFERSON","422",203,1,1
"AR",2012,"JEFFERSON","423",643,0,2
"AR",2012,"JEFFERSON","424",0,0,0
"AR",2012,"JEFFERSON","425",14,0,0
"AR",2012,"JEFFERSON","426",1,0,0
"AR",2012,"JEFFERSON","43",0,0,0
"AR",2012,"JEFFERSON","44",0,0,0
"AR",2012,"JEFFERSON","45",38,0,1
"AR",2012,"JEFFERSON","46",0,0,0
"AR",2012,"JEFFERSON","5",64,1,0
"AR",2012,"JEFFERSON","50",769,8,5
"AR",2012,"JEFFERSON","51",394,4,4
"AR",2012,"JEFFERSON","510",70,1,1
"AR",2012,"JEFFERSON","52",0,0,0
"AR",2012,"JEFFERSON","53",47,1,0
"AR",2012,"JEFFERSON","530",42,1,0
"AR",2012,"JEFFERSON","54",727,8,7
"AR",2012,"JEFFERSON","55",156,1,2
"AR",2012,"JEFFERSON","56",103,0,0
"AR",2012,"JEFFERSON","57",121,0,1
"AR",2012,"JEFFERSON","58",391,1,4
"AR",2012,"JEFFERSON","59",254,3,0
"AR",2012,"JEFFERSON","6",2,0,0
"AR",2012,"JEFFERSON","60",28,1,1
"AR",2012,"JEFFERSON","61",62,0,0
"AR",2012,"JEFFERSON","610",188,3,0
"AR",2012,"JEFFERSON","62",5,0,0
"AR",2012,"JEFFERSON","620",210,3,2
"AR",2012,"JEFFERSON","63",4,0,0
"AR",2012,"JEFFERSON","64",3,0,0
"AR",2012,"JEFFERSON","65",0,0,0
"AR",2012,"JEFFERSON","66",60,1,2
"AR",2012,"JEFFERSON","67",27,0,0
"AR",2012,"JEFFERSON","7",20,0,0
"AR",2012,"JEFFERSON","711",327,5,0
"AR",2012,"JEFFERSON","712",182,2,2
"AR",2012,"JEFFERSON","713",260,1,3
"AR",2012,"JEFFERSON","714",9,0,0
"AR",2012,"JEFFERSON","721",697,4,4
"AR",2012,"JEFFERSON","73",144,2,1
"AR",2012,"JEFFERSON","731",327,6,0
"AR",2012,"JEFFERSON","732",288,2,1
"AR",2012,"JEFFERSON","733",160,5,0
"AR",2012,"JEFFERSON","74",124,2,0
"AR",2012,"JEFFERSON","75",308,2,2
"AR",2012,"JEFFERSON","76",99,1,4
"AR",2012,"JEFFERSON","77",114,1,2
"AR",2012,"JEFFERSON","78",141,1,0
"AR",2012,"JEFFERSON","79",33,0,0
"AR",2012,"JEFFERSON","8",15,0,0
"AR",2012,"JEFFERSON","80",54,0,1
"AR",2012,"JEFFERSON","81",8,0,0
"AR",2012,"JEFFERSON","810",191,1,0
"AR",2012,"JEFFERSON","82",0,0,0
"AR",2012,"JEFFERSON","820",206,9,2
"AR",2012,"JEFFERSON","83",46,0,0
"AR",2012,"JEFFERSON","830",151,4,1
"AR",2012,"JEFFERSON","84",42,0,1
"AR",2012,"JEFFERSON","85",49,1,0
"AR",2012,"JEFFERSON","86",656,5,0
"AR",2012,"JEFFERSON","87",308,6,5
"AR",2012,"JEFFERSON","88",1,0,0
"AR",2012,"JEFFERSON","89",131,5,2
"AR",2012,"JEFFERSON","9",10,0,0
"AR",2012,"JEFFERSON","90",12,0,0
"AR",2012,"JEFFERSON","900",163,2,3
"AR",2012,"JEFFERSON","91",0,0,0
"AR",2012,"JEFFERSON","92",28,0,0
"AR",2012,"JEFFERSON","93",23,0,0
"AR",2012,"JEFFERSON","94",28,0,0
"AR",2012,"JEFFERSON","950",37,0,1
"AR",2012,"JEFFERSON","Absentee",828,5,4
"AR",2012,"JOHNSON","BATSON",3035,1923,5
"AR",2012,"JOHNSON","DICKERSON-HILL",393,227,0
"AR",2012,"JOHNSON","GRANT",318,180,2
"AR",2012,"JOHNSON","HICKEY",131,86,0
"AR",2012,"JOHNSON","HORSEHEAD",158,89,0
"AR",2012,"JOHNSON","HOWELL",311,211,0
"AR",2012,"JOHNSON","KING",244,172,2
"AR",2012,"JOHNSON","LEE",73,47,0
"AR",2012,"JOHNSON","LOWGAP",16,7,0
"AR",2012,"JOHNSON","MCKENNON",245,172,1
"AR",2012,"JOHNSON","MULBERRY",68,39,0
"AR",2012,"JOHNSON","PERRY",233,160,0
"AR",2012,"JOHNSON","PITTSBURG",540,348,2
"AR",2012,"JOHNSON","PRAIRIE",147,82,1
"AR",2012,"JOHNSON","REDLICK",265,185,0
"AR",2012,"JOHNSON","SHERMAN",120,78,0
"AR",2012,"JOHNSON","SPADRA WARD 1",390,223,0
"AR",2012,"JOHNSON","SPADRA WARD 2",310,178,0
"AR",2012,"JOHNSON","SPADRA WARD 3",474,277,0
"AR",2012,"JOHNSON","SPADRA WARD 4",298,191,0
"AR",2012,"JOHNSON","STONEWALL",116,64,0
"AR",2012,"JOHNSON","WARD",213,125,0
"AR",2012,"LAFAYETTE","Boyd Hill",NA,21,14
"AR",2012,"LAFAYETTE","Bradley",NA,100,20
"AR",2012,"LAFAYETTE","Buckner",NA,51,6
"AR",2012,"LAFAYETTE","Buckner (Out)",NA,0,1
"AR",2012,"LAFAYETTE","Canfield",NA,27,12
"AR",2012,"LAFAYETTE","Center",NA,21,106
"AR",2012,"LAFAYETTE","Gin City",NA,50,15
"AR",2012,"LAFAYETTE","Lewisville Ward 1",NA,23,38
"AR",2012,"LAFAYETTE","Lewisville Ward 1 (Out)",NA,6,31
"AR",2012,"LAFAYETTE","Lewisville Ward 2",NA,9,23
"AR",2012,"LAFAYETTE","Lewisville Ward 3",NA,43,33
"AR",2012,"LAFAYETTE","Mars Hill",NA,3,21
"AR",2012,"LAFAYETTE","Oak Grove",NA,0,5
"AR",2012,"LAFAYETTE","Piney Grove",NA,18,32
"AR",2012,"LAFAYETTE","Red River",NA,9,19
"AR",2012,"LAFAYETTE","Sardis",NA,1,30
"AR",2012,"LAFAYETTE","Stamps Ward 1 Pct 2",NA,44,13
"AR",2012,"LAFAYETTE","Stamps Ward 1, Pct 1",NA,7,26
"AR",2012,"LAFAYETTE","Stamps Ward 1, Pct 2 (Out)",NA,3,17
"AR",2012,"LAFAYETTE","Stamps Ward 2",NA,46,46
"AR",2012,"LAFAYETTE","Stamps Ward 2 (Out)",NA,0,0
"AR",2012,"LAFAYETTE","Stamps Ward 3",NA,70,17
"AR",2012,"LAFAYETTE","State Line",NA,14,31
"AR",2012,"LAFAYETTE","Walker Creek",NA,23,27
"AR",2012,"LAWRENCE","Annieville",0,0,1
"AR",2012,"LAWRENCE","Ashland",0,2,0
"AR",2012,"LAWRENCE","Black River",0,0,3
"AR",2012,"LAWRENCE","Black Rock",0,1,1
"AR",2012,"LAWRENCE","Boas 1",0,0,6
"AR",2012,"LAWRENCE","Boas 2",0,1,0
"AR",2012,"LAWRENCE","Boas 3",0,1,0
"AR",2012,"LAWRENCE","Cache/Richwoods",0,0,1
"AR",2012,"LAWRENCE","Campbell 1",0,8,6
"AR",2012,"LAWRENCE","Campbell 2",0,8,8
"AR",2012,"LAWRENCE","Campbell 3",0,4,4
"AR",2012,"LAWRENCE","Campbell 4",0,4,8
"AR",2012,"LAWRENCE","Dent",0,2,5
"AR",2012,"LAWRENCE","Dowell",0,0,0
"AR",2012,"LAWRENCE","Duty",0,0,2
"AR",2012,"LAWRENCE","Eaton",0,0,0
"AR",2012,"LAWRENCE","Flat Creek",0,0,0
"AR",2012,"LAWRENCE","Jesup",0,0,0
"AR",2012,"LAWRENCE","Lawrence",0,0,0
"AR",2012,"LAWRENCE","Marion",0,1,1
"AR",2012,"LAWRENCE","Morgan",0,0,1
"AR",2012,"LAWRENCE","Promised Land",0,1,0
"AR",2012,"LAWRENCE","Reeds Creek Saffell",0,0,2
"AR",2012,"LAWRENCE","Reeds Creek Strawberry",0,0,3
"AR",2012,"LAWRENCE","Spring River/Thacker",0,1,3
"AR",2012,"LAWRENCE","Strawberry",0,0,0
"AR",2012,"LEE","Big Creek/Spring Creek",0,0,0
"AR",2012,"LEE","Fleener",0,0,0
"AR",2012,"LEE","Hampton",0,0,0
"AR",2012,"LEE","Independence",0,1,0
"AR",2012,"LEE","Oak Forest",0,0,0
"AR",2012,"LEE","Richland",0,0,0
"AR",2012,"LEE","St. Francis/Council",0,0,0
"AR",2012,"LEE","Texas",0,0,0
"AR",2012,"LEE","Union",0,0,2
"AR",2012,"LEE","Ward 1",0,0,0
"AR",2012,"LEE","Ward 2",0,0,0
"AR",2012,"LEE","Ward 3",0,0,0
"AR",2012,"LEE","Ward 4",0,0,0
"AR",2012,"LINCOLN","AUBURN TOWNSHIP",0,2,0
"AR",2012,"LINCOLN","BARTHOLOMEW/TARRY",0,0,0
"AR",2012,"LINCOLN","BARTHOLOMEW/YORKTOWN",0,1,0
"AR",2012,"LINCOLN","CANE CREEK #2",0,3,0
"AR",2012,"LINCOLN","CANE CREEK #3",0,4,0
"AR",2012,"LINCOLN","CANE CREEK#1",1,5,0
"AR",2012,"LINCOLN","CHOCTAW TOWNSHIP",0,3,0
"AR",2012,"LINCOLN","GOULD CITY WARD 1",0,0,0
"AR",2012,"LINCOLN","GOULD CITY WARD 2",0,0,0
"AR",2012,"LINCOLN","GOULD CITY WARD 3",0,2,0
"AR",2012,"LINCOLN","GOULD TOWNSHIP",0,1,0
"AR",2012,"LINCOLN","GRADY CITY WARDS 1 & 2",0,0,0
"AR",2012,"LINCOLN","KIMBROUGH",0,0,0
"AR",2012,"LINCOLN","LONE PINE/GARNETT",0,1,0
"AR",2012,"LINCOLN","LONE PINE/MT. HOME",0,2,0
"AR",2012,"LINCOLN","MILL CREEK TWP.",0,0,0
"AR",2012,"LINCOLN","OWEN/GLENDALE TWP.",0,2,0
"AR",2012,"LINCOLN","OWEN/PALMYRA",1,0,0
"AR",2012,"LINCOLN","SELCFD-WB GARRETT BRIDGE",0,1,0
"AR",2012,"LINCOLN","SMITH TWP.",0,5,1
"AR",2012,"LINCOLN","SPRING #1 TWP.",0,2,0
"AR",2012,"LINCOLN","SPRING #2 TWP.",0,2,0
"AR",2012,"LINCOLN","STAR CITY WARD 1",1,17,0
"AR",2012,"LINCOLN","STAR CITY WARD 2",0,4,0
"AR",2012,"LINCOLN","STAR CITY WARD 3",0,1,0
"AR",2012,"LINCOLN","WELLS BAYOU FIRE STATION",0,3,0
"AR",2012,"LITTLERIVER","ARDEN TOWNSHIP",175,1,145
"AR",2012,"LITTLERIVER","ARKINDA TOWNSHIP",25,0,18
"AR",2012,"LITTLERIVER","ASHDOWN WARD 1",787,5,575
"AR",2012,"LITTLERIVER","ASHDOWN WARD 2",459,3,183
"AR",2012,"LITTLERIVER","ASHDOWN WARD 3",444,0,219
"AR",2012,"LITTLERIVER","BURKE TOWNSHIP",98,1,79
"AR",2012,"LITTLERIVER","CANEY TOWNSHIP",120,2,105
"AR",2012,"LITTLERIVER","CLEVELAND TOWNSHIP",399,7,252
"AR",2012,"LITTLERIVER","FOREMAN WARD 1",69,0,33
"AR",2012,"LITTLERIVER","FOREMAN WARD 2",162,0,98
"AR",2012,"LITTLERIVER","FOREMAN WARD 3",170,4,118
"AR",2012,"LITTLERIVER","FRANKLIN TOWNSHIP",433,4,344
"AR",2012,"LITTLERIVER","JACKSON TOWNSHIP",258,1,206
"AR",2012,"LITTLERIVER","JEFFERSON TOWNSHIP",261,2,188
"AR",2012,"LITTLERIVER","JEWELL TOWNSHIP",85,1,61
"AR",2012,"LITTLERIVER","JOHNSON TOWNSHIP",243,1,105
"AR",2012,"LITTLERIVER","LICK CREEK TOWNSHIP",192,2,154
"AR",2012,"LITTLERIVER","LITTLE RIVER TOWNSHIP",229,4,194
"AR",2012,"LITTLERIVER","RED RIVER TOWNSHIP",240,2,189
"AR",2012,"LITTLERIVER","WALLACE/RICHLAND TOWNSHIP",202,3,119
"AR",2012,"LOGAN","Barber",0,1,0
"AR",2012,"LOGAN","Blue Mtn City",0,0,0
"AR",2012,"LOGAN","Blue Mtn Rural",0,0,0
"AR",2012,"LOGAN","Boone Ward 1",0,1,1
"AR",2012,"LOGAN","Boone Ward 2",0,2,0
"AR",2012,"LOGAN","Boone Ward 3",0,1,0
"AR",2012,"LOGAN","Boone Ward 4",0,0,0
"AR",2012,"LOGAN","Cane Creek",0,1,0
"AR",2012,"LOGAN","Caulksville City",0,1,0
"AR",2012,"LOGAN","Caulksville Rural",0,1,0
"AR",2012,"LOGAN","Cauthron",0,0,0
"AR",2012,"LOGAN","Clark City",0,1,0
"AR",2012,"LOGAN","Clark Crossroads",0,0,0
"AR",2012,"LOGAN","Clark Rural",0,0,0
"AR",2012,"LOGAN","Delaware",0,0,0
"AR",2012,"LOGAN","Driggs",0,1,0
"AR",2012,"LOGAN","Ellsworth",0,1,0
"AR",2012,"LOGAN","Johnson",0,0,0
"AR",2012,"LOGAN","Logan",0,2,0
"AR",2012,"LOGAN","Morrison Bluff",0,0,0
"AR",2012,"LOGAN","Mountain",0,0,0
"AR",2012,"LOGAN","Petit Jean",0,1,0
"AR",2012,"LOGAN","Ratcliff City",0,0,0
"AR",2012,"LOGAN","Ratcliff Rural",0,0,0
"AR",2012,"LOGAN","Reveille City",0,0,0
"AR",2012,"LOGAN","Reveille Rural",0,0,0
"AR",2012,"LOGAN","River City",0,0,0
"AR",2012,"LOGAN","River Rural",0,0,0
"AR",2012,"LOGAN","Shoal Creek",0,2,0
"AR",2012,"LOGAN","Short Mtn Ward 1",1,1,0
"AR",2012,"LOGAN","Short Mtn Ward 2",0,3,0
"AR",2012,"LOGAN","Short Mtn Ward 3",0,1,1
"AR",2012,"LOGAN","Short Mtn Ward 4",0,1,0
"AR",2012,"LOGAN","Sugar Creek",0,1,0
"AR",2012,"LOGAN","Tomlinson",0,0,0
"AR",2012,"LOGAN","Washburn",0,1,0
"AR",2012,"LONOKE","Allport City",63,0,3
"AR",2012,"LONOKE","Austin City",737,5,588
"AR",2012,"LONOKE","Butler Twp",929,20,721
"AR",2012,"LONOKE","Cabot City - Ward 1",1730,7,1293
"AR",2012,"LONOKE","Cabot City - Ward 2",2626,16,2144
"AR",2012,"LONOKE","Cabot City - Ward 3",2212,12,1767
"AR",2012,"LONOKE","Cabot City - Ward 4",1781,16,1381
"AR",2012,"LONOKE","Carlisle City - Ward 1",397,6,306
"AR",2012,"LONOKE","Carlisle City - Ward 2",209,4,98
"AR",2012,"LONOKE","Carlisle City - Ward 3",192,3,120
"AR",2012,"LONOKE","Carlisle Twp.",151,1,130
"AR",2012,"LONOKE","Caroline Twp.",811,8,643
"AR",2012,"LONOKE","Cleveland Twp.",100,0,75
"AR",2012,"LONOKE","Coy City",43,3,29
"AR",2012,"LONOKE","Crooked Creek Twp.",107,0,90
"AR",2012,"LONOKE","Dortch Twp",41,0,32
"AR",2012,"LONOKE","Eagle Twp",697,9,590
"AR",2012,"LONOKE","England City - Ward 1",286,5,224
"AR",2012,"LONOKE","England City - Ward 2",211,0,142
"AR",2012,"LONOKE","England City - Ward 3",230,2,46
"AR",2012,"LONOKE","England City - Ward 4",124,2,56
"AR",2012,"LONOKE","Fletcher Twp.",63,0,48
"AR",2012,"LONOKE","Furlow Twp",400,2,276
"AR",2012,"LONOKE","Goodrum Twp.",1091,12,888
"AR",2012,"LONOKE","Gray Twp.",1101,7,729
"AR",2012,"LONOKE","Gumwood Twp.",86,0,63
"AR",2012,"LONOKE","Hamilton Twp.",38,0,34
"AR",2012,"LONOKE","Humnoke City",99,2,86
"AR",2012,"LONOKE","Indian Bayou",60,0,41
"AR",2012,"LONOKE","Isbell Twp.",55,4,44
"AR",2012,"LONOKE","Keo City",228,2,155
"AR",2012,"LONOKE","Lafayette Twp.",5,0,2
"AR",2012,"LONOKE","Lonoke City - Ward 1",230,2,136
"AR",2012,"LONOKE","Lonoke City - Ward 2",158,11,91
"AR",2012,"LONOKE","Lonoke City - Ward 3",153,0,88
"AR",2012,"LONOKE","Lonoke City - Ward 4",162,0,112
"AR",2012,"LONOKE","Lonoke City - Ward 5",205,0,61
"AR",2012,"LONOKE","Lonoke City - Ward 6",157,0,25
"AR",2012,"LONOKE","Lonoke City - Ward 7",215,2,126
"AR",2012,"LONOKE","Lonoke City - Ward 8",241,1,139
"AR",2012,"LONOKE","Lonoke Twp",344,3,226
"AR",2012,"LONOKE","Magness Twp.",819,6,650
"AR",2012,"LONOKE","Oak Grove Twp.",1604,10,1291
"AR",2012,"LONOKE","Pettus Twp.",76,1,45
"AR",2012,"LONOKE","Prairie Twp.",194,4,151
"AR",2012,"LONOKE","Pulaski Twp.",190,1,45
"AR",2012,"LONOKE","Richwood Twp.",46,0,24
"AR",2012,"LONOKE","Totten Twp.",123,0,86
"AR",2012,"LONOKE","Walls Twp.",21,0,12
"AR",2012,"LONOKE","Ward City - Ward 1",399,4,283
"AR",2012,"LONOKE","Ward City - Ward 2",400,3,305
"AR",2012,"LONOKE","Ward City - Ward 3",337,5,273
"AR",2012,"LONOKE","Ward Twp.",393,0,313
"AR",2012,"LONOKE","Williams Twp.",148,1,83
"AR",2012,"LONOKE","York Twp.",596,6,471
"AR",2012,"MADISON","ALABAM",0,0,2
"AR",2012,"MADISON","BOSTON",0,0,0
"AR",2012,"MADISON","BOWEN",0,0,1
"AR",2012,"MADISON","CALIFORNIA",0,2,0
"AR",2012,"MADISON","HILBURN",0,1,1
"AR",2012,"MADISON","JAPTON",0,0,0
"AR",2012,"MADISON","KINGS RIVER",0,1,0
"AR",2012,"MADISON","LAMAR",0,0,0
"AR",2012,"MADISON","LINCOLN",0,0,1
"AR",2012,"MADISON","MARBLE",0,0,0
"AR",2012,"MADISON","MILL CREEK",0,1,0
"AR",2012,"MADISON","PRAIRIE",0,2,0
"AR",2012,"MADISON","RICHLAND",0,1,0
"AR",2012,"MADISON","VALLEY",0,0,0
"AR",2012,"MADISON","WAR EAGLE",0,2,0
"AR",2012,"MADISON","WARD 1",0,2,0
"AR",2012,"MADISON","WARD 2",0,1,0
"AR",2012,"MADISON","WARD 3",0,1,0
"AR",2012,"MADISON","WARD 4",0,1,0
"AR",2012,"MADISON","WHARTON",0,0,0
"AR",2012,"MARION","1",118,68,1
"AR",2012,"MARION","10",111,73,5
"AR",2012,"MARION","11",62,36,0
"AR",2012,"MARION","12",17,12,0
"AR",2012,"MARION","13",35,30,1
"AR",2012,"MARION","14",23,17,0
"AR",2012,"MARION","15",86,59,1
"AR",2012,"MARION","16",619,428,9
"AR",2012,"MARION","17",456,302,8
"AR",2012,"MARION","18",179,115,4
"AR",2012,"MARION","19",290,213,2
"AR",2012,"MARION","2",316,204,0
"AR",2012,"MARION","20",301,230,0
"AR",2012,"MARION","21",36,29,0
"AR",2012,"MARION","22",9,8,0
"AR",2012,"MARION","23",154,92,3
"AR",2012,"MARION","24",175,135,2
"AR",2012,"MARION","25",354,239,7
"AR",2012,"MARION","26",416,294,4
"AR",2012,"MARION","27",4,4,0
"AR",2012,"MARION","28",154,97,4
"AR",2012,"MARION","29",8,5,0
"AR",2012,"MARION","3",280,168,2
"AR",2012,"MARION","30",421,272,3
"AR",2012,"MARION","31",0,0,0
"AR",2012,"MARION","4",109,62,1
"AR",2012,"MARION","5",123,78,0
"AR",2012,"MARION","6",925,594,6
"AR",2012,"MARION","7",52,26,1
"AR",2012,"MARION","8",818,603,9
"AR",2012,"MARION","9",400,281,5
"AR",2012,"MILLER","ARKANSAS BLVD",563,1,365
"AR",2012,"MILLER","BOYD",226,3,191
"AR",2012,"MILLER","BRIGHT STAR",306,0,266
"AR",2012,"MILLER","CENTRAL",548,6,473
"AR",2012,"MILLER","COLLEGE HILL",1029,10,450
"AR",2012,"MILLER","DODDRIDGE",248,1,155
"AR",2012,"MILLER","FOUKE",1240,12,1077
"AR",2012,"MILLER","FT. LYNN",182,0,165
"AR",2012,"MILLER","GARLAND",136,1,45
"AR",2012,"MILLER","GENOA JP 8",409,1,355
"AR",2012,"MILLER","GRAND",917,8,560
"AR",2012,"MILLER","GREENWICH VLG",569,5,491
"AR",2012,"MILLER","HICKORY STREET",451,2,307
"AR",2012,"MILLER","MANDEVILLE",486,4,279
"AR",2012,"MILLER","NORTH HEIGHTS",1345,4,833
"AR",2012,"MILLER","OZAN INGHRAM",441,3,177
"AR",2012,"MILLER","PLEASANT HILL",353,4,312
"AR",2012,"MILLER","RONDO",842,1,729
"AR",2012,"MILLER","SANDFLAT",348,4,122
"AR",2012,"MILLER","SHILOH",497,2,449
"AR",2012,"MILLER","SUGAR HILL",1572,7,1219
"AR",2012,"MILLER","TRICE",955,7,613
"AR",2012,"MILLER","UNION",1152,9,950
"AR",2012,"MILLER","WASHINGTON",514,1,39
"AR",2012,"MISSISSIPPI","AAMOD BLDG",11,0,0
"AR",2012,"MISSISSIPPI","ANC BURDETTE",0,0,0
"AR",2012,"MISSISSIPPI","ARMOREL SCHOOL",0,0,0
"AR",2012,"MISSISSIPPI","BASSETT CHURCH",0,0,0
"AR",2012,"MISSISSIPPI","BETHANY BAPTIST CHURCH",0,0,0
"AR",2012,"MISSISSIPPI","BIRDSONG FS",0,0,0
"AR",2012,"MISSISSIPPI","CHAS STRONG CC",0,0,0
"AR",2012,"MISSISSIPPI","DELL CC",1,1,0
"AR",2012,"MISSISSIPPI","DYESS CC",0,0,0
"AR",2012,"MISSISSIPPI","ETOWAH FS",0,0,0
"AR",2012,"MISSISSIPPI","GOSNELL CC",1,0,0
"AR",2012,"MISSISSIPPI","GOSNELL SCHOOL",1,0,0
"AR",2012,"MISSISSIPPI","JOINER CHURCH",0,0,0
"AR",2012,"MISSISSIPPI","KEISER FBC",0,2,0
"AR",2012,"MISSISSIPPI","LEACHVILLE ANC",4,0,0
"AR",2012,"MISSISSIPPI","MANILA DEPOT",2,0,0
"AR",2012,"MISSISSIPPI","OSCEOLA MAIN ST",12,1,0
"AR",2012,"MISSISSIPPI","TENTH ST BAPTIST",8,1,0
"AR",2012,"MISSISSIPPI","TRINITY BAPTIST CH",2,0,0
"AR",2012,"MISSISSIPPI","WILSON LIBRARY",0,0,0
"AR",2012,"MONROE","BRINKLEY WARD 1",38,0,1
"AR",2012,"MONROE","BRINKLEY WARD 2",48,0,2
"AR",2012,"MONROE","BRINKLEY WARD 3",54,0,1
"AR",2012,"MONROE","BRINKLEY-DIXON TOWNSHIP",24,0,0
"AR",2012,"MONROE","CACHE-KEEVIL TOWNSHIP",9,0,0
"AR",2012,"MONROE","CLARENDON WARD 1",74,0,0
"AR",2012,"MONROE","CLARENDON WARD 2",43,1,0
"AR",2012,"MONROE","CLARENDON WARD 3",46,0,0
"AR",2012,"MONROE","CLE-JCKSN-MONT-SMLLY",10,0,0
"AR",2012,"MONROE","CYPRESS RIDGE",9,0,0
"AR",2012,"MONROE","DUNCAN TOWNSHIP",16,0,0
"AR",2012,"MONROE","FARGO-GREENFIELD-RICHLAND",14,0,0
"AR",2012,"MONROE","HINDMAN-PINE RIDGE-RAYMOND",6,0,0
"AR",2012,"MONROE","HOLLY GROVE",56,0,0
"AR",2012,"MONROE","ROC-ROE TOWNSHIP/CITY",4,0,0
"AR",2012,"MONTGOMERY","Alamo",NA,1,0
"AR",2012,"MONTGOMERY","Black Springs",NA,1,0
"AR",2012,"MONTGOMERY","Caddo Gap",NA,1,0
"AR",2012,"MONTGOMERY","Caney",NA,4,0
"AR",2012,"MONTGOMERY","Center",NA,4,0
"AR",2012,"MONTGOMERY","Fannie",NA,0,0
"AR",2012,"MONTGOMERY","Hopper",NA,1,0
"AR",2012,"MONTGOMERY","Mount Ida - Inside",NA,1,0
"AR",2012,"MONTGOMERY","Mount Ida - Outside",NA,3,0
"AR",2012,"MONTGOMERY","Norman - Inside",NA,0,0
"AR",2012,"MONTGOMERY","Norman - Outside",NA,2,0
"AR",2012,"MONTGOMERY","Oden - Inside",NA,3,0
"AR",2012,"MONTGOMERY","Oden - Outside",NA,4,0
"AR",2012,"MONTGOMERY","Pencil Bluff",NA,2,0
"AR",2012,"MONTGOMERY","Sims",NA,2,0
"AR",2012,"MONTGOMERY","Washita",NA,2,0
"AR",2012,"NEVADA","ABSENTEE",149,0,0
"AR",2012,"NEVADA","ALABAMA",96,0,1
"AR",2012,"NEVADA","BLUFF CITY CITY & RURAL",110,0,1
"AR",2012,"NEVADA","BODCAW CITY & RURAL",200,0,0
