"state","year","county","precinct","total_votes","rep_votes","dem_votes"
"AL",2012,"AUTAUGUA","160 SAFE HARBOR MINISTRIES",825,231,590
"AL",2012,"AUTAUGUA","ABSENTEE",1138,212,919
"AL",2012,"AUTAUGUA","AUTAUGAVILLE VOLUNTEER FIRE DEPT",811,489,320
"AL",2012,"AUTAUGUA","BILLINGSLEY GOVT CTR",374,46,327
"AL",2012,"AUTAUGUA","BOOTH VOLUNTEER FIRE DEPT",685,207,477
"AL",2012,"AUTAUGUA","CAMELLIA BAPTIST CHURCH",1461,429,1021
"AL",2012,"AUTAUGUA","CENTRAL ALABAMA ELECTRIC COOP",338,222,116
"AL",2012,"AUTAUGUA","EAST MEMORIAL CHRISTIAN ACADEMY",2511,681,1818
"AL",2012,"AUTAUGUA","INDEPENDENCE VOLUNTEER FIRE DEPT",456,256,199
"AL",2012,"AUTAUGUA","JONES COMMUNTY CTR",349,148,200
"AL",2012,"AUTAUGUA","JOURNEY CHURCH",2121,320,1778
"AL",2012,"AUTAUGUA","MARBURY MIDDLE SCHOOL BAND ROOM",594,88,497
"AL",2012,"AUTAUGUA","OLD KINGSTON VOLUNTEER FIRE DEPT",762,388,363
"AL",2012,"AUTAUGUA","PINE LEVEL CULTURAL CTR",2666,371,2279
"AL",2012,"AUTAUGUA","PRATTMONT BAPTIST CHURCH",1091,280,793
"AL",2012,"AUTAUGUA","PRATTVILLE CHAMBER OF COMMERCE",1658,792,853
"AL",2012,"AUTAUGUA","PROVISIONAL",0,0,0
"AL",2012,"AUTAUGUA","SAFE HARBOR MINISTRIES",2173,470,1680
"AL",2012,"AUTAUGUA","TRINITY UNITED METHODIST CHURCH",2229,327,1884
"AL",2012,"AUTAUGUA","UPPER KINGSTON COMMUNITY CTR",1181,249,915
"AL",2012,"AUTAUGUA","WHITE CITY VOLUNTEER FIRE DEPT",486,148,337
"AL",2012,"BALDWIN","ABSENTEE",3845,690,3130
"AL",2012,"BALDWIN","BARNWELL COMMUNITY CENTER",1646,216,1414
"AL",2012,"BALDWIN","BAY MINETTE CIVIC CENTER",3544,834,2666
"AL",2012,"BALDWIN","BELFOREST COMMUNITY CENTER",1133,145,979
"AL",2012,"BALDWIN","BON SECOUR MORGANS CHAPEL",1047,191,841
"AL",2012,"BALDWIN","BROMLEY VFD SUBST",697,199,491
"AL",2012,"BALDWIN","CLEAR SPRINGS FELLOWSHIP HALL",146,13,133
"AL",2012,"BALDWIN","CROSSROADS DURANT",501,132,365
"AL",2012,"BALDWIN","DAPHNE CIVIC CENTER",8837,2692,6040
"AL",2012,"BALDWIN","DAPHNE HIGH SCHOOL",2321,527,1753
"AL",2012,"BALDWIN","DOUGLASVILLE COMMUNITY CENTER",520,488,30
"AL",2012,"BALDWIN","ELBERTA CIVIC CENTER",1403,236,1145
"AL",2012,"BALDWIN","ELLISVILLE COMMUNITY CENTER",454,196,251
"AL",2012,"BALDWIN","ELSANOR COMMUNITY CENTER",867,120,739
"AL",2012,"BALDWIN","FAIRHOPE CIVIC CENTER",7093,1907,5105
"AL",2012,"BALDWIN","FOLEY CIVIC CENTER",4734,1324,3372
"AL",2012,"BALDWIN","FT. MORGAN VFD",368,73,293
"AL",2012,"BALDWIN","GATESWOOD VFD",191,22,169
"AL",2012,"BALDWIN","GULF SHORES ACTIVITY",4809,917,3853
"AL",2012,"BALDWIN","JOSEPHINE VFD",437,72,360
"AL",2012,"BALDWIN","LIFE TABERNACLE CHURCH",4635,781,3823
"AL",2012,"BALDWIN","LILLIAN COMMUNITY",2860,624,2201
"AL",2012,"BALDWIN","LITTLE RIVER FERGUSON STORE",152,46,106
"AL",2012,"BALDWIN","LOTTIE VFD",140,19,120
"AL",2012,"BALDWIN","LOXLEY TOWN HALL",970,157,799
"AL",2012,"BALDWIN","MAGNOLIA SPRGS WESLEYAN CH.",2649,659,1961
"AL",2012,"BALDWIN","MARLOW VFD",1799,364,1403
"AL",2012,"BALDWIN","MIFLIN COMMUNITY CENTER",1889,339,1538
"AL",2012,"BALDWIN","NEW LIFE ASSEMBLY OF GOD",3067,666,2364
"AL",2012,"BALDWIN","ORANGE BEACH COMMUNITY CNTR",3730,510,3193
"AL",2012,"BALDWIN","PERDIDO BEACH VFD",545,99,440
"AL",2012,"BALDWIN","PERDIDO VFD",571,81,486
"AL",2012,"BALDWIN","PINEGROVE VFD",924,238,677
"AL",2012,"BALDWIN","POINT CLEAR ST FRANCIS",968,301,658
"AL",2012,"BALDWIN","PROVISIONAL",0,0,0
"AL",2012,"BALDWIN","RABUN VFD",489,51,434
"AL",2012,"BALDWIN","ROBERTSDALE CITY HALL",2259,394,1838
"AL",2012,"BALDWIN","ROSINTON METHODIST",1206,133,1063
"AL",2012,"BALDWIN","SEMINOLE FIRE HOUSE",507,65,437
"AL",2012,"BALDWIN","SILVERHILL TOWN HALL",1880,248,1605
"AL",2012,"BALDWIN","SPANISH FORT EAST POINTE",3147,487,2616
"AL",2012,"BALDWIN","SPANISH FT VFD",1791,262,1516
"AL",2012,"BALDWIN","STAPLETON COMMUNITY HALL",919,83,827
"AL",2012,"BALDWIN","STOCKTON CIVIC BUILDING",425,29,394
"AL",2012,"BALDWIN","SUMMERDALE COMMUNITY CENTER",1526,219,1290
"AL",2012,"BALDWIN","TENSAW VFD",133,102,31
"AL",2012,"BALDWIN","VAUGHN COMMUNITY CENTER",411,249,160
"AL",2012,"BALDWIN","WHITEHOUSE FORK VFD",803,129,663
"AL",2012,"BARBOUR","ABSENTEE",937,594,339
"AL",2012,"BARBOUR","BAKERHILL TOWN HALL",368,161,206
"AL",2012,"BARBOUR","BEVILL CENTER",1067,287,775
"AL",2012,"BARBOUR","BLUE SPRINGS CITY HALL",338,78,258
"AL",2012,"BARBOUR","CHATT CTS COMMUNITY CENTER",1274,924,347
"AL",2012,"BARBOUR","CLAYTON COURTHOUSE",1098,696,400
"AL",2012,"BARBOUR","CLIO CITY HALL",729,494,234
"AL",2012,"BARBOUR","ELAMVILLE VOL. FIRE",183,42,141
"AL",2012,"BARBOUR","EUFAULA COMMUNITY CENTER",1256,577,673
"AL",2012,"BARBOUR","EUFAULA WATER BOARD",896,573,318
"AL",2012,"BARBOUR","FELLOWSHIP BAPTIST",1053,302,744
"AL",2012,"BARBOUR","GREENS CROSSROADS",195,89,105
"AL",2012,"BARBOUR","LOUISVILLE CITY HALL",387,173,213
"AL",2012,"BARBOUR","MT. ANDREW COMMUNITY CENTER",173,155,17
"AL",2012,"BARBOUR","PROVISIONAL",50,39,11
"AL",2012,"BARBOUR","SAMFORD AVENUE GYM",1000,487,507
"AL",2012,"BARBOUR","SPRINGHILL VFD",234,171,61
"AL",2012,"BARBOUR","SUTTON’S RESTAURANT",111,45,66
"AL",2012,"BARBOUR","TEXASVILLE COMMUNITY CENTER",171,31,140
"AL",2012,"BIBB","ABSENTEE",253,65,186
"AL",2012,"BIBB","ALTERNATIVE SCHOOL",1674,415,1239
"AL",2012,"BIBB","BRENT CITY HALL",993,685,304
"AL",2012,"BIBB","CENTREVILLE ROCK BLDG.",1090,265,817
"AL",2012,"BIBB","EOLINE FIRE DEPARTMENT",590,87,503
"AL",2012,"BIBB","GREENPOND FIRE DEPT.",1477,136,1331
"AL",2012,"BIBB","LAWLEY COMMUNITY CTR.",440,84,351
"AL",2012,"BIBB","NATIONAL GUARD ARMORY",1133,287,840
"AL",2012,"BIBB","PROVISIONAL",0,0,0
"AL",2012,"BIBB","SIX MILE COMMUNITY CENTER",741,176,560
"AL",2012,"BLOUNT","ABSENTEE",729,115,603
"AL",2012,"BLOUNT","ALLGOOD TOWN HALL",497,47,444
"AL",2012,"BLOUNT","BLOUNT SPRINGS",277,34,241
"AL",2012,"BLOUNT","BLOUNTSVILLE",1497,244,1232
"AL",2012,"BLOUNT","BROOKSVILLE",409,44,360
"AL",2012,"BLOUNT","CLEVELAND",1156,186,955
"AL",2012,"BLOUNT","DALLAS-SELFVILLE",1260,123,1130
"AL",2012,"BLOUNT","HAYDEN",2365,263,2076
"AL",2012,"BLOUNT","HOLLY SPRINGS",323,20,297
"AL",2012,"BLOUNT","LOCUST FORK",1356,124,1216
"AL",2012,"BLOUNT","MT. HIGH",1626,135,1466
"AL",2012,"BLOUNT","MURPHREE VALLEY",644,93,544
"AL",2012,"BLOUNT","NECTAR",1025,104,904
"AL",2012,"BLOUNT","ONEONTA",2481,504,1954
"AL",2012,"BLOUNT","PINE MOUNTAIN",389,37,348
"AL",2012,"BLOUNT","PROVISIONAL",0,0,0
"AL",2012,"BLOUNT","REMLAP",989,99,874
"AL",2012,"BLOUNT","ROCK SPRINGS",461,72,387
"AL",2012,"BLOUNT","ROSA",739,83,644
"AL",2012,"BLOUNT","ROYAL",396,57,333
"AL",2012,"BLOUNT","SMOKE RISE",1138,118,1006
"AL",2012,"BLOUNT","SNEAD COMMUNITY CENTER",1038,129,895
"AL",2012,"BLOUNT","ST. MOUNTAIN",1517,119,1391
"AL",2012,"BLOUNT","SUGAR CREEK BANGOR",477,40,434
"AL",2012,"BLOUNT","SUMMIT",354,67,283
"AL",2012,"BLOUNT","SUSAN MOORE",837,104,724
"AL",2012,"BULLOCK","county",5322,4061,1251
"AL",2012,"BUTLER","county",9496,4374,5087
"AL",2012,"CALHOUN","1ST UNITED METH. - WEAVER",2129,497,1603
"AL",2012,"CALHOUN","ABSENTEE",1279,394,878
"AL",2012,"CALHOUN","ALEXANDRIA CIVITAN CLUB",2084,403,1663
"AL",2012,"CALHOUN","ANGEL FIRE STATION",665,117,539
"AL",2012,"CALHOUN","ANNISTON 1ST PRSBY. CHURCH",862,561,295
"AL",2012,"CALHOUN","ANNISTON CARVER CENTER",394,392,2
"AL",2012,"CALHOUN","ANNISTON GOLDEN SPRINGS",2871,912,1923
"AL",2012,"CALHOUN","ANNISTON MEETING CENTER",827,714,111
"AL",2012,"CALHOUN","ANNISTON MENTAL HEALTH CENTER",487,182,302
"AL",2012,"CALHOUN","ANNISTON THANKFUL BAPTIST",387,352,33
"AL",2012,"CALHOUN","ASBERRY BAPTIST CHURCH",943,146,779
"AL",2012,"CALHOUN","BETTA VIEW CHURCH OF CHRIST",2068,447,1596
"AL",2012,"CALHOUN","BOILING SPRINGS BAPTIST CHURCH",456,68,384
"AL",2012,"CALHOUN","BYNUM SCHOOL",1780,377,1392
"AL",2012,"CALHOUN","CALHOUN CO. HEALTH DEPT.",418,230,186
"AL",2012,"CALHOUN","CH. OF THE COVENANT PRSBY",567,346,214
"AL",2012,"CALHOUN","CHOCCOLOCCO COMMUNITY CENTER",1123,207,907
"AL",2012,"CALHOUN","DEARMANVILLE UNITED METHODIST",745,140,601
"AL",2012,"CALHOUN","EAGLEPOINT CHURCH",1317,496,805
"AL",2012,"CALHOUN","EULATON UNITED METHODIST",704,171,528
"AL",2012,"CALHOUN","FOUR MILE METHODIST CHURCH",413,84,323
"AL",2012,"CALHOUN","FRIENDSHIP BAPTIST CHURCH",800,107,684
"AL",2012,"CALHOUN","FRIENDSHIP COMMUNITY CENTER",1404,249,1145
"AL",2012,"CALHOUN","GLENWOOD MEADOWS MTG. RM.",1150,491,652
"AL",2012,"CALHOUN","GODS COVENANT MINISTRY",580,246,329
"AL",2012,"CALHOUN","HOBSON CITY - CITY HALL",415,393,22
"AL",2012,"CALHOUN","JACKSONVILLE 1ST BAPTIST",1376,404,947
"AL",2012,"CALHOUN","JACKSONVILLE WESTSIDE BAPTIST",877,572,291
"AL",2012,"CALHOUN","LEATHERWOOD RD CIVIL DEF.",1192,274,908
"AL",2012,"CALHOUN","MOORE AVE. CHU. OF CHRIST",1167,1023,138
"AL",2012,"CALHOUN","OAK GROVE BAPTIST CHURCH",645,69,568
"AL",2012,"CALHOUN","OHATCHEE 1ST BAPTIST CHURCH",1374,287,1066
"AL",2012,"CALHOUN","OXFORD CHEAHA CLUBHOUSE",664,163,496
"AL",2012,"CALHOUN","OXFORD LAKE PARK CIVIC CENTER",578,238,334
"AL",2012,"CALHOUN","OXFORD PUBLIC LIBRARY",546,197,346
"AL",2012,"CALHOUN","PIEDMONT COMM. BLDG.",358,135,222
"AL",2012,"CALHOUN","PIEDMONT FIRE STATION",673,160,503
"AL",2012,"CALHOUN","PIEDMONT NATIONAL GUARD ARMORY",629,151,473
"AL",2012,"CALHOUN","PIEDMONT REC. BLDG.",414,109,295
"AL",2012,"CALHOUN","PROVISIONAL",0,0,0
"AL",2012,"CALHOUN","SAKS HIGH SCHOOL",2670,854,1781
"AL",2012,"CALHOUN","SOUTH HIGHLAND COMMUNITY CNTR",768,680,82
"AL",2012,"CALHOUN","THE DONOHO SCHOOL",816,186,626
"AL",2012,"CALHOUN","TRINITY MISSIONARY BAPTIST",263,50,212
"AL",2012,"CALHOUN","WEBSTERS CHAPEL FIRE DEPT",738,111,614
"AL",2012,"CALHOUN","WELLINGTON MT. VIEW BAPTIST",666,120,535
"AL",2012,"CALHOUN","WEST PARK HEIGHTS BAPTIST",1089,203,876
"AL",2012,"CALHOUN","WHITE PLAINS 1ST BAPTIST",807,103,694
"AL",2012,"CALHOUN","WHITE PLAINS V.F.D.",444,78,362
"AL",2012,"CALHOUN","WIGGINS COMMUNITY CENTER",618,611,7
"AL",2012,"CHAMBERS","ABSENTEE",554,201,351
"AL",2012,"CHAMBERS","BUFFALO",293,150,140
"AL",2012,"CHAMBERS","CUSSETA",288,109,174
"AL",2012,"CHAMBERS","FIVE POINTS",275,193,81
"AL",2012,"CHAMBERS","FREDONIA",321,86,228
"AL",2012,"CHAMBERS","HUGULEY",966,317,643
"AL",2012,"CHAMBERS","LAFAYETTE",1452,990,455
"AL",2012,"CHAMBERS","LAKEVIEW",320,75,243
"AL",2012,"CHAMBERS","LANETT",2739,1770,958
"AL",2012,"CHAMBERS","MILLTOWN",180,56,123
"AL",2012,"CHAMBERS","MT. OLIVE",139,71,67
"AL",2012,"CHAMBERS","PENTON",119,28,91
"AL",2012,"CHAMBERS","PROVISIONAL",0,0,0
"AL",2012,"CHAMBERS","RESCUE",589,194,391
"AL",2012,"CHAMBERS","RIDGE GROVE",320,153,163
"AL",2012,"CHAMBERS","SPARKLING SPRINGS",44,4,40
"AL",2012,"CHAMBERS","STANDING ROCK",220,34,181
"AL",2012,"CHAMBERS","STROUD",174,105,67
"AL",2012,"CHAMBERS","STURKIE",380,211,168
"AL",2012,"CHAMBERS","UNION HILL",176,24,152
"AL",2012,"CHAMBERS","VALLEY",4605,1830,2728
"AL",2012,"CHAMBERS","WAVERLY",144,44,97
"AL",2012,"CHAMBERS","WEST CHAMBERS",264,208,55
"AL",2012,"CHEROKEE","ABSENTEE",482,108,367
"AL",2012,"CHEROKEE","BROOMTOWN FIRE DEPT.",250,36,208
"AL",2012,"CHEROKEE","CEDAR BLUFF 1ST BAPTIST",973,261,696
"AL",2012,"CHEROKEE","CONGREGATIONAL METHODIST",150,32,115
"AL",2012,"CHEROKEE","DANIELS CHAPEL FELLOWSHIP",130,33,95
"AL",2012,"CHEROKEE","EBENEZER FELLOWSHIP HALL",402,162,235
"AL",2012,"CHEROKEE","FRIENDSHIP BAP FELLOWSHIP",145,21,124
"AL",2012,"CHEROKEE","GAYLESVILLE CITY HALL",315,44,266
"AL",2012,"CHEROKEE","GOSHEN METHODIST CHURCH",278,41,235
"AL",2012,"CHEROKEE","LEESBURG V.F.D.",836,181,635
"AL",2012,"CHEROKEE","MELROSE BAPTIST CHURCH",200,64,131
"AL",2012,"CHEROKEE","MT CALVARY BAPTIST CHURCH",95,31,64
"AL",2012,"CHEROKEE","MT. WEISNER FIRE HALL",199,39,159
"AL",2012,"CHEROKEE","McCORDS CROSSROADS FIRE",284,39,243
"AL",2012,"CHEROKEE","NEW HOPE METHODIST",285,73,210
"AL",2012,"CHEROKEE","PROVISIONAL",18,6,12
"AL",2012,"CHEROKEE","ROCK RUN CHURCH",97,24,71
"AL",2012,"CHEROKEE","SAND ROCK TOWN HALL",723,126,586
"AL",2012,"CHEROKEE","SHADY GROVE CHURCH",166,63,103
"AL",2012,"CHEROKEE","SPRING CREEK FIRE HALL",372,62,305
"AL",2012,"CHEROKEE","SPRING GARDEN FIRE STA.",444,73,368
"AL",2012,"CHEROKEE","THE ROC",2371,528,1803
"AL",2012,"CHEROKEE","THE VALLEY CHURCH",148,14,132
"AL",2012,"CHEROKEE","TUCKERS CHAPEL FIRE DEPT",162,28,134
"AL",2012,"CHEROKEE","UNITY MISSIONARY BAPTIST",254,43,209
"AL",2012,"CHILTON","ABSENTEE",1101,496,600
"AL",2012,"CHILTON","AMERICAN LEGION",1090,521,563
"AL",2012,"CHILTON","CANE CREEK GAP OF MT FIRE",619,56,558
"AL",2012,"CHILTON","CLANTON FACILITY BUILDING",1679,220,1444
"AL",2012,"CHILTON","COLLINS CHAPEL FIRE STATION",353,43,308
"AL",2012,"CHILTON","COURTHOUSE CLANTON",975,153,813
"AL",2012,"CHILTON","ENTERPRISE FIRE STATION",826,131,692
"AL",2012,"CHILTON","FAIRVIEW FIRE STATION",612,92,513
"AL",2012,"CHILTON","ISABELLA FIRE STATION",532,90,436
"AL",2012,"CHILTON","JEMISON CITY HALL",1596,408,1177
"AL",2012,"CHILTON","LIBRARY",1082,121,950
"AL",2012,"CHILTON","MAPLESVILLE PUBLIC LIBRARY",677,250,426
"AL",2012,"CHILTON","MARS HILL WEST CHILTON FIRE",670,85,577
"AL",2012,"CHILTON","PROVIDENCE BAPTIST CHURCH",1109,157,937
"AL",2012,"CHILTON","PROVIDENCE EAST CHILTON FIRE",565,50,514
"AL",2012,"CHILTON","PROVISIONAL",26,6,20
"AL",2012,"CHILTON","SOUTH CHILTON FIRE",716,72,642
"AL",2012,"CHILTON","THORSBY TOWN HALL",1245,156,1080
"AL",2012,"CHILTON","UNION GROVE NEW FIRE STATION",986,94,883
"AL",2012,"CHILTON","VERBENA FIRE STATION",1003,196,799
"AL",2012,"CHOCTAW","ABSENTEE",671,397,269
"AL",2012,"CHOCTAW","ARARAT",158,55,101
"AL",2012,"CHOCTAW","BARRYTOWN",204,4,199
"AL",2012,"CHOCTAW","BLADON SPRINGS",76,68,8
"AL",2012,"CHOCTAW","BOGUELOOSA",301,21,277
"AL",2012,"CHOCTAW","BRANCH",348,302,44
"AL",2012,"CHOCTAW","BUTLER",1422,457,958
"AL",2012,"CHOCTAW","CHAPPELL HILL",240,6,230
"AL",2012,"CHOCTAW","CROMWELL",134,107,27
"AL",2012,"CHOCTAW","CROSSROADS",133,94,39
"AL",2012,"CHOCTAW","CULLOMBURG",199,124,75
"AL",2012,"CHOCTAW","GILBERTOWN",369,69,300
"AL",2012,"CHOCTAW","HALSELL",84,65,19
"AL",2012,"CHOCTAW","HURRICANE",39,7,31
"AL",2012,"CHOCTAW","INTERSECTION",74,73,1
"AL",2012,"CHOCTAW","ISNEY",56,16,40
"AL",2012,"CHOCTAW","LAVACA",226,140,86
"AL",2012,"CHOCTAW","LISMAN",348,328,19
"AL",2012,"CHOCTAW","LUSK",198,3,194
"AL",2012,"CHOCTAW","MELVIN",143,83,60
"AL",2012,"CHOCTAW","MT. STERLING",186,122,64
"AL",2012,"CHOCTAW","PELHAM",89,66,23
"AL",2012,"CHOCTAW","PENNINGTON",421,286,134
"AL",2012,"CHOCTAW","PLEASANT VALLEY",183,5,178
"AL",2012,"CHOCTAW","PROVISIONAL",0,0,0
"AL",2012,"CHOCTAW","PUSHMATAHA",146,132,14
"AL",2012,"CHOCTAW","RIDERWOOD",140,121,19
"AL",2012,"CHOCTAW","ROCK SPRINGS",94,5,89
"AL",2012,"CHOCTAW","SILAS",329,106,222
"AL",2012,"CHOCTAW","SOUWILPA",69,5,63
"AL",2012,"CHOCTAW","TOOMEY",162,81,81
"AL",2012,"CHOCTAW","TOXEY",362,163,199
"AL",2012,"CHOCTAW","WOMACK HILL",98,23,75
"AL",2012,"CHOCTAW","YANTLEY",263,251,12
"AL",2012,"CLARKE","ABSENTEE",900,433,465
"AL",2012,"CLARKE","ANTIOCH FIRE STATION",395,155,240
"AL",2012,"CLARKE","BASHI METHODIST CHURCH",108,23,84
"AL",2012,"CLARKE","CHILTON-HOPEWELL CHURCH",107,1,106
"AL",2012,"CLARKE","CHOCTAW BLUFF FIRE STA.",291,209,81
"AL",2012,"CLARKE","CITY HALL - JACKSON",1348,895,450
"AL",2012,"CLARKE","COFFEEVILLE",590,227,359
"AL",2012,"CLARKE","FULTON CITY HALL",738,210,527
"AL",2012,"CLARKE","GAINSTOWN",541,499,42
"AL",2012,"CLARKE","GOSPORT FIRE STATION",158,136,22
"AL",2012,"CLARKE","GROVE HILL CITY HALL",502,121,377
"AL",2012,"CLARKE","GROVE HILL NATIONAL GUARD",333,244,86
"AL",2012,"CLARKE","GROVE HILL OLD ENGINEERS",489,174,314
"AL",2012,"CLARKE","JACKSON FIRE STATION",527,91,433
"AL",2012,"CLARKE","JACKSON NATIONAL GUARD",611,72,533
"AL",2012,"CLARKE","MAGNOLIA ASSM. HELWESTERN",339,44,293
"AL",2012,"CLARKE","MORNING STAR CHURCH",298,258,40
"AL",2012,"CLARKE","NETTLESBORO FIRE STATION",194,93,101
"AL",2012,"CLARKE","OPINE-TALLAHATTA SPRS. FD",128,1,124
"AL",2012,"CLARKE","OVERSTREET GRO WALKER SPR",378,228,150
"AL",2012,"CLARKE","PROVISIONAL",24,17,7
"AL",2012,"CLARKE","ROCKVILLE VOTING",182,125,57
"AL",2012,"CLARKE","SALITPA VOL. FIRE DEPT.",186,84,102
"AL",2012,"CLARKE","SKIPPER FIRE STATTION",859,286,570
"AL",2012,"CLARKE","SPRINGFIELD METH PROD CH",298,12,284
"AL",2012,"CLARKE","THOMASVILLE NAT’L GUARD",2602,1182,1415
"AL",2012,"CLARKE","WALNUT GROVE MISSIONARY",179,147,32
"AL",2012,"CLARKE","WHATLEY TIMBER COMPANY",223,139,81
"AL",2012,"CLARKE","WINN-ZIMCO FIRE STATION",323,228,95
"AL",2012,"CLAY","ABSENTEE",559,182,369
"AL",2012,"CLAY","ASHLAND NG ARMORY",1410,425,971
"AL",2012,"CLAY","BARFIELD VOL. FIRE",527,85,438
"AL",2012,"CLAY","BLUFF SPRINGS FIRE",365,37,322
"AL",2012,"CLAY","COLETA VALLEY FIRE",128,15,113
"AL",2012,"CLAY","CRAGFORD FIRE",160,19,138
"AL",2012,"CLAY","DELTA COMMUNITY CTR",234,25,206
"AL",2012,"CLAY","HIGHLAND COPPERMINE",378,40,336
"AL",2012,"CLAY","HIPINE FIRE DEPT",88,9,79
"AL",2012,"CLAY","HOLLINS COMM. CENTER",255,55,197
"AL",2012,"CLAY","IDAHO FIRE DEPARTMENT",230,23,205
"AL",2012,"CLAY","LINEVILLE NG ARMORY",1325,613,696
"AL",2012,"CLAY","MELLOW VALLEY HIGH",334,29,302
"AL",2012,"CLAY","MILLERVILLE FIRE",363,133,230
"AL",2012,"CLAY","PROVISIONAL",0,0,0
"AL",2012,"CLAY","TRI-COMMUNITY FIRE",284,80,200
"AL",2012,"CLEBURNE","ABEL",146,11,135
"AL",2012,"CLEBURNE","ABSENTEE",286,44,242
"AL",2012,"CLEBURNE","BORDEN SPRINGS VOL. FIRE",108,23,83
"AL",2012,"CLEBURNE","CHULAFINNEE",706,140,564
"AL",2012,"CLEBURNE","EDWARDSVILLE",323,30,289
"AL",2012,"CLEBURNE","FRUITHURST",264,51,208
"AL",2012,"CLEBURNE","GREENS CHAPEL",191,27,163
"AL",2012,"CLEBURNE","HEFLIN RECREATIONAL CTR.",1582,354,1211
"AL",2012,"CLEBURNE","HOPEWELL",403,29,373
"AL",2012,"CLEBURNE","MICAVILLE FIRE DEPT.",266,18,246
"AL",2012,"CLEBURNE","MUSCADINE",180,30,145
"AL",2012,"CLEBURNE","OAK LEVEL VOL. FIRE DEPT.",312,50,254
"AL",2012,"CLEBURNE","PLAINVIEW COMMUNITY CTR.",150,17,131
"AL",2012,"CLEBURNE","PROVISIONAL",0,0,0
"AL",2012,"CLEBURNE","RANBURNE RESCUE SQUAD",1054,84,959
"AL",2012,"CLEBURNE","TURKEY HEAVEN VFD",331,63,266
"AL",2012,"COFFEE","ABSENTEE",879,175,694
"AL",2012,"COFFEE","BASIN",292,46,245
"AL",2012,"COFFEE","BLUFF SPRINGS",74,5,68
"AL",2012,"COFFEE","CHESTNUT GROVE",117,7,105
"AL",2012,"COFFEE","COOL SPRINGS",650,91,548
"AL",2012,"COFFEE","DAMASCUS",441,44,392
"AL",2012,"COFFEE","EANON",373,30,336
"AL",2012,"COFFEE","ELBA NATIONAL GUARD",387,142,244
"AL",2012,"COFFEE","ELBA REC CENTER",1007,240,757
"AL",2012,"COFFEE","ELBA ZION CHAPEL",361,303,58
"AL",2012,"COFFEE","ENTERPRISE REC. CENTER",2751,481,2255
"AL",2012,"COFFEE","FARM CTR. COMM. ROOM",650,130,515
"AL",2012,"COFFEE","FRISCO",379,92,284
"AL",2012,"COFFEE","GOODMAN",411,53,356
"AL",2012,"COFFEE","HERITAGE UMC",1567,558,984
"AL",2012,"COFFEE","HOLLEY'S STORE",71,4,65
"AL",2012,"COFFEE","IAM DISTRICT 75 HALL",1231,419,802
"AL",2012,"COFFEE","INO",176,10,166
"AL",2012,"COFFEE","JOHNS CHAPEL AME",1617,1039,570
"AL",2012,"COFFEE","KINSTON CITY HALL",339,29,307
"AL",2012,"COFFEE","LEE COMMUNITY",131,24,105
"AL",2012,"COFFEE","MT PLEASANT SR. CTR.",953,92,857
"AL",2012,"COFFEE","NEW BROCKTON SR. CTR.",305,163,141
"AL",2012,"COFFEE","NEWBIA",78,12,66
"AL",2012,"COFFEE","PINE LEVEL SR. CTR.",171,14,156
"AL",2012,"COFFEE","PLEASANT RIDGE",559,78,476
"AL",2012,"COFFEE","PROVISONAL",0,0,0
"AL",2012,"COFFEE","VICTORIA",209,16,188
"AL",2012,"COFFEE","WISE MILL CHURCH",260,23,231
"AL",2012,"COFFEE","YMCA",2892,548,2319
"AL",2012,"COFFEE","ZION CHAPEL SR. CTR.",384,31,348
"AL",2012,"COLBERT","ABSENTEE",886,298,583
"AL",2012,"COLBERT","ALLSBORO CUMBERLAND PRES.",100,28,71
"AL",2012,"COLBERT","BARTON FIRST BAPTIST",454,202,245
"AL",2012,"COLBERT","CAVE SPRINGS MIS. BAPTIST",173,153,20
"AL",2012,"COLBERT","CHEROKEE LIONS DEN",545,236,293
"AL",2012,"COLBERT","CHEROKEE WATER/GAS DEPT",300,101,186
"AL",2012,"COLBERT","COLBERT CO. BOARD OF ED.",1002,683,309
"AL",2012,"COLBERT","COLBERT HEIGHTS BAPTIST",950,254,676
"AL",2012,"COLBERT","COUNTY HIGHWAY DEPARTMENT",761,156,599
"AL",2012,"COLBERT","EAST COLBERT SENIOR CENTER",1186,353,819
"AL",2012,"COLBERT","FIRST SOUTHERN BAPTIST CHURCH",753,118,624
"AL",2012,"COLBERT","GATMAN PARK & REC. CENTER",1001,316,676
"AL",2012,"COLBERT","GRACE LIFE CHURCH",1462,578,871
"AL",2012,"COLBERT","HATTON BAPTIST CHURCH",785,444,332
"AL",2012,"COLBERT","HOPE HAVEN SCHOOL",696,183,504
"AL",2012,"COLBERT","LA GRANGE FIRE DEPTARTMENT",388,107,274
"AL",2012,"COLBERT","LEIGHTON CITY HALL",300,227,73
"AL",2012,"COLBERT","LEIGHTON CIVIC CENTER",613,346,262
"AL",2012,"COLBERT","LITTLEVILLE CITY HALL",718,198,516
"AL",2012,"COLBERT","MARGERUM METHODIST CHURCH",250,78,168
"AL",2012,"COLBERT","MUSCLE SHOALS CITY HALL",1191,348,829
"AL",2012,"COLBERT","MYNOT CHURCH OF CHRIST",81,17,60
"AL",2012,"COLBERT","NEW BETHEL FIRE DEPARTMENT",497,144,343
"AL",2012,"COLBERT","PLUMBER STEAMFITTER UNION",597,268,325
